SK_ID_CURR,TARGET
100001,0.06467264393735969
100005,0.12582653865480586
100013,0.08090773932613411
100028,0.061152948798729706
100038,0.12851545400523212
100042,0.05532679572798446
100057,0.08294623137117095
100065,0.12561572970398874
100066,0.049980886724287646
100067,0.1032293477578292
100074,0.06500069083433087
100090,0.11472940572008931
100091,0.1165778378461624
100092,0.09779477892282043
100106,0.1558492410946292
100107,0.11178458762013757
100109,0.09820544446536131
100117,0.07846015919101987
100128,0.0732624748909215
100141,0.08769034488452936
100150,0.07509887632920847
100168,0.0645867594790662
100169,0.04545277263470881
100170,0.08670341655379064
100171,0.09971199895936551
100172,0.12128139958676903
100184,0.0759599273702339
100187,0.061256222074196724
100212,0.08553368751148871
100222,0.08426300865641603
100223,0.0627393840612874
100232,0.0729572036921155
100241,0.141406456031238
100245,0.07917774114511601
100253,0.06098473663372887
100256,0.0941750618075903
100271,0.05643772020722699
100278,0.10625024003974981
100280,0.07044082880965914
100306,0.15397742262845474
100311,0.10640371645701543
100312,0.06513705936739299
100330,0.07451631120743865
100331,0.08966847846523511
100352,0.0921100932826777
100358,0.09253077870581447
100367,0.08532115077280723
100382,0.085257862767004
100384,0.07371281487635643
100385,0.11546340475594162
100386,0.0900046145783869
100399,0.07153034566998288
100404,0.06893348605966235
100416,0.07153612636933668
100422,0.12097825212674396
100426,0.07905229361602653
100438,0.06825957419941464
100444,0.11849583693695671
100445,0.12328462167633349
100446,0.11706187640302505
100447,0.0667531622804482
100450,0.07577414517826626
100466,0.08536933988225168
100483,0.07259467181406942
100484,0.05207419785887269
100494,0.08399938978779883
100510,0.12527974343008277
100512,0.06091954144830491
100517,0.06911093141610028
100548,0.059840686645724554
100551,0.07210473962298011
100552,0.12554215860897602
100553,0.08561055895455284
100561,0.0926930384707522
100568,0.12356738299767803
100569,0.0688898220951345
100591,0.09504028062025774
100592,0.04892133262080459
100602,0.10741084595779775
100607,0.07872827101216893
100613,0.08590375368837261
100617,0.077824837009559
100618,0.0912739279964491
100622,0.16371091348197522
100625,0.12407755203052231
100677,0.08328209588694926
100699,0.07655427302826372
100702,0.1363307585469183
100711,0.08379772419326605
100729,0.13684425602887434
100740,0.11814276134890656
100744,0.10457601361836055
100745,0.10209557361943292
100747,0.09997302258052033
100751,0.11072112612193354
100752,0.08477161505988699
100753,0.14573627456252158
100754,0.09547549269270855
100760,0.10706812154317413
100762,0.09367765591596806
100763,0.07681814305606523
100765,0.07572037500221758
100770,0.10173636532070726
100772,0.08594727317263991
100777,0.08495494102715473
100791,0.06865245969797688
100792,0.05902493103859468
100797,0.08772004389569776
100823,0.09419846443249241
100826,0.09185149903612547
100830,0.06884005553026712
100836,0.13165897537690913
100872,0.08338886902795818
100910,0.08792762029381676
100913,0.0600847361700904
100918,0.07922058175200737
100931,0.054670139670332685
100952,0.1193493635015462
100953,0.1044652018141392
100965,0.10462547852825828
100970,0.08361894993934271
100982,0.12033883117837185
100983,0.08462153002646206
100984,0.06840181911897032
100987,0.11525817540928633
100997,0.09063199235231802
100998,0.13154332342963654
101002,0.09666088709075907
101005,0.13405585555175126
101008,0.12030867717872253
101020,0.09408056870271073
101021,0.09035564350181466
101024,0.09353896498130868
101025,0.12689878734176854
101026,0.09381380099420913
101031,0.08853666533742387
101041,0.05697489711535056
101051,0.06345503145573905
101055,0.08828521451226813
101056,0.13090547920314155
101057,0.1020201153037712
101064,0.07492134048122105
101079,0.07897364580431249
101087,0.08820163486933552
101090,0.06612975303460336
101092,0.09017452540338572
101097,0.09564297213794806
101099,0.05713708827501947
101107,0.08891454468948186
101118,0.0905226460511721
101125,0.09771766027176694
101126,0.08118401730701925
101128,0.09515932269357573
101136,0.1298523655000291
101140,0.10689744092372072
101149,0.07681492319249456
101160,0.08218819641713837
101169,0.113626874876789
101181,0.07402959724188539
101186,0.05723279466524695
101190,0.09896879444556567
101193,0.11793836185841379
101194,0.08952700626735094
101198,0.09700601441501501
101200,0.07627001061677245
101204,0.09926114755507452
101211,0.0842811883185001
101213,0.08326197923055861
101223,0.07204220402879936
101225,0.093174755267079
101237,0.07745760194311146
101243,0.08174054694746573
101244,0.10863464264892567
101258,0.07036061370618066
101259,0.15433300302793015
101268,0.10228799192760209
101269,0.06467035323474768
101271,0.11183788800751339
101279,0.07222323670019505
101281,0.0890784669578081
101287,0.07436672352805171
101292,0.09485426523781773
101294,0.0769094888373473
101296,0.06812150691700772
101297,0.08063854497561608
101299,0.061426673122758575
101301,0.07568751752823522
101305,0.07837492832315213
101308,0.06795842534253159
101318,0.05753432833184511
101327,0.11118001567431644
101329,0.10342610429749202
101332,0.06553958746262287
101337,0.09141614696184251
101343,0.06317810120244415
101345,0.08109516338244219
101346,0.08915826917775058
101353,0.05502475794988411
101354,0.11044466178125113
101355,0.09388808408271435
101356,0.05824146791886823
101362,0.11077338011195137
101363,0.1255577662114229
101365,0.07917138874416453
101366,0.09416702685372938
101367,0.12120505442749219
101368,0.055464891178221315
101374,0.12423170611643887
101380,0.05990490949392817
101383,0.06690528936790699
101398,0.05413073175895193
101399,0.13327720119935504
101401,0.09472415793484262
101412,0.10099369686890614
101426,0.10463165507974669
101427,0.1420844113280088
101428,0.10124562997543748
101429,0.0986167680459657
101434,0.06818208685244308
101440,0.09110906131419864
101448,0.0946711146185195
101449,0.07916730365730484
101465,0.07574791270678861
101467,0.06569233904657183
101472,0.14690176635977345
101478,0.08241239027632656
101497,0.0842911282043194
101504,0.06391084623381982
101547,0.08585083627916433
101548,0.10066042834464035
101555,0.07508372017333806
101570,0.09216058113089044
101572,0.06985899861891479
101578,0.07791205300479762
101580,0.10261958690393987
101588,0.09920230416208344
101602,0.07717426330610148
101610,0.1020875797734352
101614,0.1168523252665357
101616,0.09613107460011938
101643,0.09193121095226861
101644,0.09694015411212871
101649,0.08640017183919772
101650,0.10104365238667974
101665,0.06293856471310295
